protein_idx,gene_id,gene_symbol
10760,93145,OLFM2
10761,91584,PLXNA4
10762,2859,GPR35
10763,5467,PPARD
10764,8048,CSRP3
10765,3090,HIC1
10766,8369,HIST1H4G
10767,22880,MORC2
10768,2122,MECOM
10769,9839,ZEB2
10770,10284,SAP18
10771,158983,H2BFWT
10772,5993,RFX5
10773,55809,TRERF1
10774,57409,MIF4GD
10775,26038,CHD5
10776,22807,IKZF2
10777,22806,IKZF3
10778,7764,ZNF217
10779,51564,HDAC7
10780,64375,IKZF4
10781,116092,DNTTIP1
10782,83740,H2AFB3
10783,51043,ZBTB7B
10784,80853,KDM7A
10785,84215,ZNF541
10786,8819,SAP30
10787,467,ATF3
10788,4689,NCF4
10789,23225,NUP210
10790,10260,DENND4A
10791,8687,KRT38
10792,8521,GCM1
10793,4207,MEF2BNB-MEF2B
10794,63035,BCORL1
10795,57763,ANKRA2
10796,58516,FAM60A
10797,57491,AHRR
10798,50943,FOXP3
10799,122953,JDP2
10800,57136,APMAP
10801,10232,MSLN
10802,7008,TEF
10803,24146,CLDN15
10804,5010,CLDN11
10805,9074,CLDN6
10806,9071,CLDN10
10807,137075,CLDN23
10808,644672,CLDN25
10809,51208,CLDN18
10810,9069,CLDN12
10811,100132463,CLDN24
10812,26285,CLDN17
10813,9080,CLDN9
10814,10686,CLDN16
10815,23562,CLDN14
10816,149461,CLDN19
10817,49861,CLDN20
10818,53842,CLDN22
10819,27134,TJP3
10820,23556,PIGN
10821,120114,FAT3
10822,2196,FAT2
10823,79633,FAT4
10824,2195,FAT1
10825,29099,COMMD9
10826,8642,DCHS1
10827,146849,CCDC42
10828,729862,NA
10829,83443,SF3B5
10830,119392,SFR1
10831,57055,DAZ2
10832,9747,TCAF1
10833,80714,PBX4
10834,199745,THAP8
10835,199746,U2AF1L4
10836,80323,CCDC68
10837,440184,NA
10838,90427,BMF
10839,29844,TFPT
10840,118881,COMTD1
10841,150082,LCA5L
10842,154313,CFAP206
10843,79635,CCDC121
10844,29115,SAP30BP
10845,51361,HOOK1
10846,115948,CCDC151
10847,286887,KRT6C
10848,164045,HFM1
10849,144983,HNRNPA1L2
10850,113510,HELQ
10851,220965,FAM13C
10852,54957,TXNL4B
10853,27247,NFU1
10854,57794,SUGP1
10855,4692,NDN
10856,24145,PANX1
10857,56666,PANX2
10858,401152,C4orf3
10859,2705,GJB1
10860,5023,P2RX1
10861,5024,P2RX3
10862,5027,P2RX7
10863,57369,GJD2
10864,24142,NAT6
10865,388774,NA
10866,10204,NUTF2
10867,91582,RPS19BP1
10868,8291,DYSF
10869,55841,WWC3
10870,57829,ZP4
10871,3778,KCNMA1
10872,7784,ZP3
10873,3751,KCND2
10874,859,CAV3
10875,4762,NEUROG1
10876,321,APBA2
10877,3786,KCNQ3
10878,23515,MORC3
10879,115825,WDFY2
10880,135398,C6orf141
10881,7841,MOGS
10882,6641,SNTB1
10883,57590,WDFY1
10884,9419,CRIPT
10885,26824,NA
10886,267010,NA
10887,26823,NA
10888,29896,TRA2A
10889,7162,TPBG
10890,24149,ZNF318
10891,140685,ZBTB46
10892,6993,DYNLT1
10893,22900,CARD8
10894,283093,OR4C12
10895,9361,LONP1
10896,200185,KRTCAP2
10897,8022,LHX3
10898,10042,HMGXB4
10899,125988,C19orf70
10900,56934,CA10
10901,57510,XPO5
10902,89884,LHX4
10903,7786,MAP3K12
10904,79751,SLC25A22
10905,7371,UCK2
10906,11092,C9orf9
10907,51530,ZC3HC1
10908,29959,NRBP1
10909,60492,CCDC90B
10910,9238,TBRG4
10911,84467,FBN3
10912,119559,SFXN4
10913,56975,FAM20C
10914,871,SERPINH1
10915,55669,MFN1
10916,27294,DHDH
10917,5996,RGS1
10918,8840,WISP1
10919,7471,WNT1
10920,10105,PPIF
10921,4780,NFE2L2
10922,1105,CHD1
10923,63935,PCIF1
10924,10002,NR2E3
10925,51341,ZBTB7A
10926,266740,MAGEA2B
10927,8839,WISP2
10928,3398,ID2
10929,9203,ZMYM3
10930,6926,TBX3
10931,9572,NR1D1
10932,8805,TRIM24
10933,221264,AK9
10934,3017,HIST1H2BD
10935,57215,THAP11
10936,863,CBFA2T3
10937,84569,LYZL1
10938,55662,HIF1AN
10939,29803,REPIN1
10940,79685,SAP30L
10941,83746,L3MBTL2
10942,9575,CLOCK
10943,1649,DDIT3
10944,55636,CHD7
10945,54625,PARP14
10946,9139,CBFA2T2
10947,6736,SRY
10948,93166,PRDM6
10949,3642,INSM1
10950,11108,PRDM4
10951,126248,WDR88
10952,7975,MAFK
10953,64919,BCL11B
10954,23253,ANKRD12
10955,5017,OVOL1
10956,3732,CD82
10957,6239,RREB1
10958,214,ALCAM
10959,64321,SOX17
10960,24,ABCA4
10961,2526,FUT4
10962,56246,MRAP
10963,4072,EPCAM
10964,92211,CDHR1
10965,9077,DIRAS3
10966,22841,RAB11FIP2
10967,80025,PANK2
10968,3266,ERAS
10969,221035,REEP3
10970,148252,DIRAS1
10971,10633,RASL10A
10972,54769,DIRAS2
10973,56181,MTFR1L
10974,23216,TBC1D1
10975,79785,RERGL
10976,8315,BRAP
10977,147906,DACT3
10978,80153,EDC3
10979,6236,RRAD
10980,55615,PRR5
10981,1413,CRYBA4
10982,79899,PRR5L
10983,57580,PREX1
10984,50855,PARD6A
10985,7920,ABHD16A
10986,8277,TKTL1
10987,11329,STK38
10988,5288,PIK3C2G
10989,8858,PROZ
10990,8846,ALKBH1
10991,54890,ALKBH5
10992,121642,ALKBH2
10993,84964,ALKBH6
10994,84266,ALKBH7
10995,79722,ANKRD55
10996,22,ABCB7
10997,1465,CSRP1
10998,84444,DOT1L
10999,54933,RHBDL2
11000,3575,IL7R
11001,54899,PXK
11002,6693,SPN
11003,115019,SLC26A9
11004,495,ATP4A
11005,56927,GPR108
11006,245908,DEFB105A
11007,80816,ASXL3
11008,1195,CLK1
11009,4302,MLLT6
11010,29982,NRBF2
11011,220388,CCDC89
11012,220082,SPERT
11013,5998,RGS3
11014,4753,NELL2
11015,51101,ZC2HC1A
11016,4745,NELL1
11017,653489,RGPD3
11018,439935,NA
11019,8419,BFSP2
11020,25763,HYPM
11021,254122,SNX32
11022,83648,FAM167A
11023,154881,KCTD7
11024,338821,SLCO1B7
11025,729025,SLC15A5
11026,84804,MFSD9
11027,1117,CHI3L2
11028,66005,CHID1
11029,3073,HEXA
11030,26814,NA
11031,51312,SLC25A37
11032,80818,ZNF436
11033,84101,USP44
11034,160065,PATE1
11035,29950,SERTAD1
11036,80024,SLC8B1
11037,149466,C1orf210
11038,6576,SLC25A1
11039,126017,ZNF813
11040,4820,NKTR
11041,401992,OR2T2
11042,136853,SSC4D
11043,486,FXYD2
11044,56926,NCLN
11045,144404,TMEM120B
11046,23420,NOMO1
11047,54622,ARL15
11048,83862,TMEM120A
11049,57515,SERINC1
11050,408050,NOMO3
11051,51108,METTL9
11052,11333,PDAP1
11053,5154,PDGFA
11054,54900,LAX1
11055,10516,FBLN5
11056,92344,GORAB
11057,169611,OLFML2A
11058,1768,DNAH6
11059,7222,TRPC3
11060,196385,DNAH10
11061,496,ATP4B
11062,7802,DNALI1
11063,6991,TCTE3
11064,83657,DYNLRB2
11065,7220,TRPC1
11066,8701,DNAH11
11067,27032,ATP2C1
11068,10730,YME1L1
11069,93233,CCDC114
11070,6261,RYR1
11071,1770,DNAH9
11072,27019,DNAI1
11073,23250,ATP11A
11074,538,ATP7A
11075,79570,NKAIN1
11076,954,ENTPD2
11077,6051,RNPEP
11078,5350,PLN
11079,8671,SLC4A4
11080,50945,TBX22
11081,4504,MT3
11082,6546,SLC8A1
11083,6549,SLC9A2
11084,146754,DNAH2
11085,28982,FLVCR1
11086,1116,CHI3L1
11087,23259,DDHD2
11088,346389,MACC1
11089,10739,RFPL2
11090,6388,SDF2
11091,713,C1QB
11092,90379,DCAF15
11093,116843,SLC18B1
11094,222894,FERD3L
11095,57035,RSRP1
11096,2827,GPR3
11097,1760,DMPK
11098,81492,RSPH6A
11099,54932,EXD3
11100,80119,PIF1
11101,146956,EME1
11102,9400,RECQL5
11103,55154,MSTO1
11104,197342,EME2
11105,57498,KIDINS220
11106,10658,CELF1
11107,54795,TRPM4
11108,10150,MBNL2
11109,56172,ANKH
11110,190,NR0B1
11111,23189,KANK1
11112,56956,LHX9
11113,50846,DHH
11114,55729,ATF7IP
11115,54361,WNT4
11116,346673,STRA8
11117,81037,CLPTM1L
11118,342977,NANOS3
11119,6435,NA
11120,23247,KIAA0556
11121,55036,CCDC40
11122,123872,DNAAF1
11123,339829,CCDC39
11124,352909,DNAAF3
11125,221421,RSPH9
11126,9576,SPAG6
11127,345895,RSPH4A
11128,391211,OR2G6
11129,5988,RFPL1
11130,10738,RFPL3
11131,692076,NA
11132,643965,TMEM88B
11133,284339,TMEM145
11134,285074,NA
11135,404281,YY2
11136,9590,AKAP12
11137,91368,CDKN2AIPNL
11138,114815,SORCS1
11139,57537,SORCS2
11140,1952,CELSR2
11141,7905,REEP5
11142,22986,SORCS3
11143,11119,BTN3A1
11144,11118,BTN3A2
11145,84639,IL1F10
11146,23731,TMEM245
11147,9360,PPIG
11148,2328,FMO3
11149,1562,CYP2C18
11150,1551,CYP3A7
11151,1553,CYP2A13
11152,1559,CYP2C9
11153,1558,CYP2C8
11154,196,AHR
11155,7365,UGT2B10
11156,54657,UGT1A4
11157,54659,UGT1A3
11158,246,ALOX15
11159,1728,NQO1
11160,9970,NR1I3
11161,7355,SLC35A2
11162,10,NAT2
11163,7498,XDH
11164,169355,IDO2
11165,79799,UGT2A3
11166,1577,CYP3A5
11167,326,AIRE
11168,9,NAT1
11169,10720,UGT2B11
11170,10941,UGT2A1
11171,1576,CYP3A4
11172,54577,UGT1A7
11173,1573,CYP2J2
11174,54579,UGT1A5
11175,10896,OCLM
11176,4053,LTBP2
11177,696,BTN1A1
11178,55128,TRIM68
11179,29911,HOOK2
11180,94056,SYAP1
11181,84858,ZNF503
11182,51440,HPCAL4
11183,399511,NA
11184,114883,OSBPL9
11185,7174,TPP2
11186,92675,DTD1
11187,1565,CYP2D6
11188,9444,QKI
11189,2230,FDX1
11190,80155,NAA15
11191,55619,DOCK10
11192,79969,ATAT1
11193,100129271,C1orf68
11194,10962,MLLT11
11195,286097,MICU3
11196,9677,PPIP5K1
11197,23666,NA
11198,124751,KRBA2
11199,23060,ZNF609
11200,139324,HDX
11201,28885,NA
11202,169981,SPIN3
11203,5920,RARRES3
11204,1475,CSTA
11205,8989,TRPA1
11206,10875,FGL2
11207,256076,COL6A5
11208,5209,PFKFB3
11209,5208,PFKFB2
11210,25984,KRT23
11211,192111,PGAM5
11212,3885,KRT34
11213,23510,KCTD2
11214,1041,CDSN
11215,144455,E2F7
11216,10724,MGEA5
11217,118430,MUCL1
11218,4057,LTF
11219,23527,ACAP2
11220,196374,KRT78
11221,55779,CFAP44
11222,79983,POF1B
11223,147183,KRT25
11224,646309,NA
11225,8140,SLC7A5
11226,342574,KRT27
11227,387934,NA
11228,26010,SPATS2L
11229,80129,CCDC170
11230,9545,RAB3D
11231,112802,KRT71
11232,29090,TIMM21
11233,563,AZGP1
11234,3890,KRT84
11235,10165,SLC25A13
11236,28882,NA
11237,124044,SPATA2L
11238,220594,NA
11239,48,ACO1
11240,401145,CCSER1
11241,23581,CASP14
11242,660,BMX
11243,440915,NA
11244,54209,TREM2
11245,3824,KLRD1
11246,3822,KLRC2
11247,6452,SH3BP2
11248,10603,SH2B2
11249,9467,SH3BP5
11250,8395,PIP5K1B
11251,5328,PLAU
11252,3508,IGHMBP2
11253,7305,TYROBP
11254,26228,STAP1
11255,143098,MPP7
11256,7294,TXK
11257,10951,CBX1
11258,23002,DAAM1
11259,4360,MRC1
11260,23180,RFTN1
11261,22914,KLRK1
11262,4216,MAP3K4
11263,129138,ANKRD54
11264,81493,SYNC
11265,93643,TJAP1
11266,1837,DTNA
11267,4741,NEFM
11268,4747,NEFL
11269,113201,CASC4
11270,9135,RABEP1
11271,8082,SSPN
11272,6445,SGCG
11273,825,CAPN3
11274,28424,NA
11275,7287,TULP1
11276,3119,HLA-DQB1
11277,51123,ZNF706
11278,79733,E2F8
11279,140609,NEK7
11280,55247,NEIL3
11281,7029,TFDP2
11282,2186,BPTF
11283,11234,HPS5
11284,83903,GSG2
11285,339479,BRINP3
11286,58530,LY6G6D
11287,58531,PRM3
11288,7141,TNP1
11289,3904,LAIR2
11290,55613,MTMR8
11291,23403,FBXO46
11292,2200,FBN1
11293,285367,RPUSD3
11294,66036,MTMR9
11295,343099,CCDC18
11296,1953,MEGF6
11297,4237,MFAP2
11298,57489,ODF2L
11299,56521,DNAJC12
11300,219348,PLAC9
11301,84465,MEGF11
11302,55149,MTPAP
11303,65244,SPATS2
11304,55690,PACS1
11305,55917,CTTNBP2NL
11306,404734,ANKHD1-EIF4EBP3
11307,131544,CRYBG3
11308,254863,TMEM256
11309,1075,CTSC
11310,80223,RAB11FIP1
11311,285282,RABL3
11312,10181,RBM5
11313,91607,SLFN11
11314,197335,WDR90
11315,10141,NA
11316,55012,PPP2R3C
11317,7267,TTC3
11318,123811,FOPNL
11319,51809,GALNT7
11320,729440,CCDC61
11321,3633,INPP5B
11322,26057,ANKRD17
11323,3912,LAMB1
11324,23746,AIPL1
11325,57536,KIAA1328
11326,114799,ESCO1
11327,128387,TATDN3
11328,8710,SERPINB7
11329,3813,KIR3DS1
11330,130271,PLEKHH2
11331,8711,TNK1
11332,149647,FAM71A
11333,254050,LRRC43
11334,7692,ZNF133
11335,50,ACO2
11336,286075,ZNF707
11337,158234,TRMT10B
11338,8714,ABCC3
11339,11309,SLCO2B1
11340,200931,SLC51A
11341,6555,SLC10A2
11342,20,ABCA2
11343,6579,SLCO1A2
11344,2172,FABP6
11345,6580,SLC22A1
11346,10079,ATP9A
11347,64137,ABCG4
11348,9376,SLC22A8
11349,123264,SLC51B
11350,10599,SLCO1B1
11351,10864,SLC22A7
11352,374618,TEX9
11353,283461,C12orf40
11354,55312,RFK
11355,9966,TNFSF15
11356,55035,NOL8
11357,55259,CASC1
11358,57380,MRS2
11359,6251,RSU1
11360,158055,C9orf163
11361,57732,ZFYVE28
11362,284309,ZNF776
11363,83592,AKR1E2
11364,79701,OGFOD3
11365,387921,NHLRC3
11366,1047,CLGN
11367,64788,LMF1
11368,388115,C15orf52
11369,10136,CELA3A
11370,2896,GRN
11371,1284,COL4A2
11372,23436,CELA3B
11373,80262,C16orf70
11374,284071,MEIOC
11375,4033,LRMP
11376,79670,ZCCHC6
11377,51030,TVP23B
11378,408029,C2orf27B
11379,57335,ZNF286A
11380,284040,CDRT4
11381,29798,C2orf27A
11382,59082,CARD18
11383,57167,SALL4
11384,53343,NUDT9
11385,55629,PNRC2
11386,2286,FKBP2
11387,4837,NNMT
11388,389203,SMIM20
11389,257101,ZNF683
11390,23321,TRIM2
11391,79097,TRIM48
11392,117854,TRIM6
11393,80263,TRIM45
11394,10612,TRIM3
11395,55223,TRIM62
11396,53840,TRIM34
11397,56969,NA
11398,201633,TIGIT
11399,10225,CD96
11400,140901,STK35
11401,26468,LHX6
11402,84938,ATG4C
11403,25989,ULK3
11404,643246,MAP1LC3B2
11405,84971,ATG4D
11406,9706,ULK2
11407,6297,SALL2
11408,4077,NBR1
11409,149420,PDIK1L
11410,90203,SNX21
11411,84066,TEX35
11412,4752,NEK3
11413,64579,NDST4
11414,285362,SUMF1
11415,55033,FKBP14
11416,56061,UBFD1
11417,64772,ENGASE
11418,4758,NEU1
11419,3425,IDUA
11420,824,CAPN2
11421,10944,C11orf58
11422,55106,SLFN12
11423,55105,GPATCH2
11424,5612,THAP12
11425,5611,DNAJC3
11426,51078,THAP4
11427,170685,NUDT10
11428,85012,TCEAL3
11429,149986,LSM14B
11430,374887,YJEFN3
11431,1861,TOR1A
11432,128240,APOA1BP
11433,26065,LSM14A
11434,1852,DUSP9
11435,58484,NLRC4
11436,9158,FIBP
11437,22861,NLRP1
11438,4793,NFKBIB
11439,338321,NLRP9
11440,79029,SPATA5L1
11441,23072,HECW1
11442,5698,PSMB9
11443,50813,COPS7A
11444,79612,NAA16
11445,4953,ODC1
11446,4947,OAZ2
11447,84954,MPND
11448,80227,PAAF1
11449,91409,CCDC74B
11450,338699,ANKRD42
11451,169436,STKLD1
11452,51141,INSIG2
11453,166378,SPATA5
11454,5616,NA
11455,325,APCS
11456,3120,HLA-DQB2
11457,3488,IGFBP5
11458,90134,KCNH7
11459,1839,HBEGF
11460,2258,FGF13
11461,81033,KCNH6
11462,308,ANXA5
11463,51052,PRLH
11464,51702,PADI3
11465,7356,SCGB1A1
11466,7166,TPH1
11467,866,SERPINA6
11468,6775,STAT4
11469,1444,CSHL1
11470,6462,SHBG
11471,90459,ERI1
11472,134353,LSM11
11473,11097,NUPL2
11474,53371,NUP54
11475,9191,DEDD
11476,8086,AAAS
11477,144423,GLT1D1
11478,22902,RUFY3
11479,100506049,LRRC72
11480,284161,GDPD1
11481,3240,HP
11482,337,APOA4
11483,3263,HPX
11484,12,SERPINA3
11485,720,C4A
11486,1192,CLIC1
11487,4898,NRDC
11488,23576,DDAH1
11489,4103,MAGEA4
11490,1032,CDKN2D
11491,64834,ELOVL1
11492,29968,PSAT1
11493,9046,DOK2
11494,6001,RGS10
11495,51205,ACP6
11496,284169,NA
11497,5510,PPP1R7
11498,339448,C1orf174
11499,9169,SCAF11
11500,65987,KCTD14
11501,7116,NA
11502,145773,FAM81A
11503,474170,LRRC37A2
11504,727905,SPATA31A5
11505,340745,LRIT2
11506,647060,SPATA31A1
11507,2255,FGF10
11508,7016,TESK1
11509,1397,CRIP2
11510,112399,EGLN3
11511,9721,GPRIN2
11512,10781,ZNF266
11513,51507,RTFDC1
11514,10251,SPRY3
11515,6284,S100A13
11516,124790,HEXIM2
11517,4682,NUBP1
11518,51125,GOLGA7
11519,203259,FAM219A
11520,55179,FAIM
11521,81848,SPRY4
11522,54583,EGLN1
11523,84767,TRIM51
11524,221527,ZBTB12
11525,5909,RAP1GAP
11526,23266,ADGRL2
11527,79729,SH3D21
11528,55160,ARHGEF10L
11529,23264,ZC3H7B
11530,1262,CNGA4
11531,1260,CNGA2
11532,6010,RHO
11533,29126,CD274
11534,1258,CNGB1
11535,84440,RAB11FIP4
11536,5311,PKD2
11537,284369,SIGLECL1
11538,2041,EPHA1
11539,7850,IL1R2
11540,2889,RAPGEF1
11541,23233,EXOC6B
11542,23632,CA14
11543,26056,RAB11FIP5
11544,23262,PPIP5K2
11545,728116,ZBTB8B
11546,55665,URGCP
11547,2070,EYA4
11548,117283,IP6K3
11549,26286,ARFGAP3
11550,253430,IPMK
11551,9807,IP6K1
11552,57002,YAE1D1
11553,23261,CAMTA1
11554,9528,TMEM59
11555,7569,ZNF182
11556,23268,DNMBP
11557,65059,RAPH1
11558,26052,DNM3
11559,81551,STMN4
11560,23269,MGA
11561,1876,E2F6
11562,8242,KDM5C
11563,164684,WBP2NL
11564,124944,C17orf49
11565,90523,MLIP
11566,9258,MFHAS1
11567,79660,PPP1R3B
11568,8822,FGF17
11569,55217,TMLHE
11570,677850,NA
11571,8128,ST8SIA2
11572,147409,DSG4
11573,55808,ST6GALNAC1
11574,10071,MUC12
11575,11187,PKP3
11576,6614,SIGLEC1
11577,143662,MUC15
11578,94025,MUC16
11579,4588,MUC6
11580,4585,MUC4
11581,140453,MUC17
11582,4583,MUC2
11583,4582,MUC1
11584,253152,EPHX4
11585,8778,SIGLEC5
11586,114132,SIGLEC11
11587,100049587,SIGLEC14
11588,89790,SIGLEC10
11589,10668,CGRRF1
11590,643535,NA
11591,56998,CTNNBIP1
11592,388588,SMIM1
11593,6563,SLC14A1
11594,401494,HACD4
11595,116085,SLC22A12
11596,63951,DMRTA1
11597,150353,DNAJB7
11598,79071,ELOVL6
11599,3036,HAS1
11600,5596,MAPK4
11601,23467,NPTXR
11602,51298,THEG
11603,7301,TYRO3
11604,117245,HRASLS5
11605,4353,MPO
11606,339,APOBEC1
11607,201562,HACD2
11608,159371,SLC35G1
11609,151516,ASPRV1
11610,79644,SRD5A3
11611,375346,TMEM110
11612,84061,MAGT1
11613,8178,ELL
11614,2137,EXTL3
11615,22891,ZNF365
11616,55847,CISD1
11617,118429,ANTXR2
11618,9211,LGI1
11619,8794,TNFRSF10C
11620,26960,NBEA
11621,10479,SLC9A6
11622,11079,RER1
11623,65065,NBEAL1
11624,54463,FAM134B
11625,57705,WDFY4
11626,57465,TBC1D24
11627,27285,TEKT2
11628,51554,ACKR4
11629,284992,CCDC150
11630,85315,PAQR8
11631,57475,PLEKHH1
11632,387694,SH2D4B
11633,2712,GK2
11634,2710,GK
11635,4332,MNDA
11636,375318,AQP12A
11637,282679,AQP11
11638,57476,GRAMD1B
11639,55262,C7orf43
11640,54762,GRAMD1C
11641,255119,C4orf22
11642,11260,XPOT
11643,6567,SLC16A2
11644,219595,FOLH1B
11645,79731,NARS2
11646,84668,FAM126A
11647,57019,CIAPIN1
11648,5354,PLP1
11649,642585,NA
11650,84986,ARHGAP19
11651,84132,USP42
11652,23231,SEL1L3
11653,55805,LRP2BP
11654,80343,SEL1L2
11655,644815,FAM83G
11656,84153,RNASEH2C
11657,283489,CHAMP1
11658,51022,GLRX2
11659,3081,HGD
11660,2184,FAH
11661,54970,TTC12
11662,9522,SCAMP1
11663,10066,SCAMP2
11664,83637,ZMIZ2
11665,100507436,MICA
11666,140258,KRTAP13-1
11667,128853,DUSP15
11668,448835,LCE6A
11669,645922,S100A7L2
11670,1149,CIDEA
11671,26298,EHF
11672,149018,LELP1
11673,388533,KRTDAP
11674,79714,CCDC51
11675,163778,SPRR4
11676,7545,ZIC1
11677,6778,STAT6
11678,3592,IL12A
11679,3497,NA
11680,51426,POLK
11681,8539,API5
11682,51561,IL23A
11683,3562,IL3
11684,386653,IL31
11685,6451,SH3BGRL
11686,65985,AACS
11687,9655,SOCS5
11688,3578,IL9
11689,55139,ANKZF1
11690,8809,IL18R1
11691,5008,OSM
11692,383,ARG1
11693,3593,IL12B
11694,168374,ZNF92
11695,6361,CCL17
11696,84666,RETNLB
11697,8320,EOMES
11698,4094,MAF
11699,80380,PDCD1LG2
11700,57621,ZBTB2
11701,5967,REG1A
11702,11330,CTRC
11703,448831,FRG2
11704,653543,NA
11705,8776,MTMR1
11706,100996779,NA
11707,3929,LBP
11708,1942,EFNA1
11709,5266,PI3
11710,6659,SOX4
11711,6656,SOX1
11712,55582,KIF27
11713,168544,ZNF467
11714,1231,NA
11715,3588,IL10RB
11716,3589,IL11
11717,2615,LRRC32
11718,373159,NA
11719,6439,SFTPB
11720,266553,OFCC1
11721,124149,NA
11722,79710,MORC4
11723,1308,COL17A1
11724,79230,ZNF557
11725,246778,IL27
11726,826,CAPNS1
11727,820,CAMP
11728,11122,PTPRT
11729,21,ABCA3
11730,23657,SLC7A11
11731,4435,CITED1
11732,64332,NFKBIZ
11733,11249,NXPH2
11734,3976,LIF
11735,5805,PTS
11736,57817,HAMP
11737,30837,SOCS7
11738,85480,TSLP
11739,112744,IL17F
11740,6910,TBX5
11741,9175,MAP3K13
11742,921,CD5
11743,374899,ZNF829
11744,150864,FAM117B
11745,10538,BATF
11746,50616,IL22
11747,54014,BRWD1
11748,164091,PAQR7
11749,23647,ARFIP2
11750,116211,TM4SF19
11751,23637,RABGAP1
11752,9047,SH2D2A
11753,3227,HOXC11
11754,55916,NXT2
11755,6996,TDG
11756,149233,IL23R
11757,6904,TBCD
11758,79807,GSTCD
11759,79602,ADIPOR2
11760,163732,CITED4
11761,22943,DKK1
11762,8820,HESX1
11763,84262,PSMG3
11764,566,AZU1
11765,27236,ARFIP1
11766,130120,REG3G
11767,59067,IL21
11768,117157,SH2D1B
11769,5551,PRF1
11770,79956,ERMP1
11771,919,CD247
11772,7087,ICAM5
11773,169270,ZNF596
11774,116448,OLIG1
11775,85349,NA
11776,375260,NA
11777,969,CD69
11778,6346,CCL1
11779,161882,ZFPM1
11780,210,ALAD
11781,1267,CNP
11782,203102,ADAM32
11783,79892,MCMBP
11784,10040,TOM1L1
11785,29919,C18orf8
11786,4925,NUCB2
11787,1584,CYP11B1
11788,3991,LIPE
11789,134429,STARD4
11790,112812,FDX1L
11791,727738,NA
11792,80765,STARD5
11793,1622,DBI
11794,2494,NR5A2
11795,374,AREG
11796,147323,STARD6
11797,3127,HLA-DRB5
11798,84285,EIF1AD
11799,140710,SOGA1
11800,1845,DUSP3
11801,23150,FRMD4B
11802,8479,HIRIP3
11803,359710,BPIFB3
11804,9732,DOCK4
11805,83666,PARP9
11806,283820,NOMO2
11807,9267,CYTH1
11808,55699,IARS2
11809,83642,SELO
11810,282618,IFNL1
11811,55677,IWS1
11812,58488,PCTP
11813,6756,SSX1
11814,9365,KL
11815,2646,GCKR
11816,9381,OTOF
11817,51277,DNAJC27
11818,51646,YPEL5
11819,92747,BPIFB1
11820,11099,PTPN21
11821,55692,LUC7L
11822,56925,LXN
11823,9868,TOMM70A
11824,4222,MEOX1
11825,54855,FAM46C
11826,57591,MKL1
11827,7011,TEP1
11828,2053,EPHX2
11829,115286,SLC25A26
11830,1746,DLX2
11831,339834,CCDC36
11832,143,PARP4
11833,84798,C19orf48
11834,85376,RIMBP3
11835,348180,CTU2
11836,55744,COA1
11837,56107,PCDHGA9
11838,56105,PCDHGA11
11839,51294,PCDH12
11840,644591,PPIAL4G
11841,90273,CEACAM21
11842,64881,PCDH20
11843,348738,C2orf48
11844,55711,FAR2
11845,55207,ARL8B
11846,23597,ACOT9
11847,131118,DNAJC19
11848,5098,PCDHGC3
11849,5099,PCDH7
11850,5101,PCDH9
11851,53834,FGFRL1
11852,80207,OPA3
11853,284069,FAM171A2
11854,341640,FREM2
11855,56133,PCDHB2
11856,221061,FAM171A1
11857,56098,PCDHGC4
11858,57575,PCDH10
11859,23331,TTC28
11860,54549,SDK2
11861,1272,CNTN1
11862,56101,PCDHGB5
11863,9620,CELSR1
11864,285315,C3orf33
11865,56103,PCDHGB2
11866,54510,PCDH18
11867,26025,PCDHGA12
11868,56108,PCDHGA7
11869,50937,CDON
11870,56102,PCDHGB3
11871,116228,COX20
11872,134637,ADAT2
11873,115294,PCMTD1
11874,26108,PYGO1
11875,56100,PCDHGB6
11876,29952,DPP7
11877,96626,LIMS3
11878,1960,EGR3
11879,1961,EGR4
11880,171017,ZNF384
11881,149076,ZNF362
11882,392138,OR2A25
11883,201895,SMIM14
11884,27013,CNPPD1
11885,386617,KCTD8
11886,258,AMBN
11887,1834,DSPP
11888,10117,ENAM
11889,256764,WDR72
11890,54757,FAM20A
11891,64386,MMP25
11892,401138,AMTN
11893,3250,HPR
11894,3697,ITIH1
11895,735,C9
11896,1351,COX8A
11897,5047,PAEP
11898,7113,TMPRSS2
11899,57496,MKL2
11900,2116,ETV2
11901,10776,ARPP19
11902,286480,NA
11903,389898,UBE2NL
11904,90139,TSPAN18
11905,26262,TSPAN17
11906,653437,AQP12B
11907,55814,BDP1
11908,2972,BRF1
11909,55815,TSNAXIP1
11910,54878,DPP8
11911,55088,CCDC186
11912,2822,GPLD1
11913,7766,ZNF223
11914,64167,ERAP2
11915,23126,POGZ
11916,10026,PIGK
11917,1280,COL2A1
11918,26577,PCOLCE2
11919,57117,INTS12
11920,2295,FOXF2
11921,4109,MAGEA10
11922,83855,KLF16
11923,54853,WDR55
11924,7392,USF2
11925,23119,HIC2
11926,56987,BBX
11927,79832,QSER1
11928,84146,ZNF644
11929,9202,ZMYM4
11930,8382,NME5
11931,548644,POLR2J3
11932,142680,SLC34A3
11933,5147,PDE6D
11934,5141,PDE4A
11935,10201,NME6
11936,318,NUDT2
11937,5151,PDE8A
11938,84284,NTPCR
11939,1657,DMXL1
11940,4832,NME3
11941,284525,SLC9C2
11942,3960,LGALS4
11943,285335,SLC9C1
